#,City,District,Ward,address_code
9847,Tỉnh Tây Ninh,Huyện Hòa Thành,Xã Trường Tây,R80008016
9848,Tỉnh Tây Ninh,Huyện Hòa Thành,Xã Trường Đông,R80008014
9849,Tỉnh Tây Ninh,Huyện Tân Biên,Thị Trấn Tân Biên,R80008051
9850,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Hòa Hiệp,R80008049
9851,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Mỏ Công,R80008050
9852,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Thạnh Bình,R80008047
9853,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Thạnh Bắc,R80008053
9854,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Thạnh Tây,R80008054
9855,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Trà Vong,R80008048
9856,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Tân Bình,R80008045
9857,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Tân Lập,R80008052
9858,Tỉnh Tây Ninh,Huyện Tân Biên,Xã Tân Phong,R80008046
9859,Tỉnh Tây Ninh,Huyện Tân Châu,Thị Trấn Tân Châu,R80008010
9860,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Suối Dây,R80008009
9861,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Suối Ngô,R80008003
9862,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Thạnh Đông,R80008008
9863,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Hiệp,R80008004
9864,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Hà,R80008006
9865,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Hòa,R80007999
9866,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Hưng,R80008001
9867,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Hội,R80008000
9868,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Phú,R80008007
9869,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Thành,R80008002
9870,Tỉnh Tây Ninh,Huyện Tân Châu,Xã Tân Đông,R80008005
9871,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường 1,R80007975
9872,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường 2,R80007976
9873,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường 3,R80007971
9874,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường 4,R80007977
9875,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường Hiệp Ninh,R80007978
9876,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường Ninh Sơn,R80007979
9877,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Phường Ninh Thạnh,R80007973
9878,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Xã Bình Minh,R80007972
9879,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Xã Thạnh Tân,R80007980
9880,Tỉnh Tây Ninh,Thành Phố Tây Ninh,Xã Tân Bình,R80007974
9881,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Thị Trấn Trảng Bàng,R80008029
9882,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã An Hòa,R80008026
9883,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã An Tịnh,R80008027
9884,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Bình Thạnh,R80008019
9885,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Gia Bình,R80008028
9886,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Gia Lộc,R80008021
9887,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Hưng Thuận,R80008022
9888,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Lộc Hưng,R80008023
9889,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Phước Bình,RVN148
9890,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Phước Chỉ,R80008024
9891,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Phước Lưu,R80008025
9892,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Xã Đôn Thuận,R80008020
9893,Tỉnh Vĩnh Long,Huyện Bình Tân,Thị Trấn Tân Quới,R80002329
9894,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Mỹ Thuận,W321311086
9895,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Nguyễn Văn Thảnh,R80002327
9896,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Thành Lợi,R80002325
9897,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Thành Trung,R80002326
9898,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Thành Đông,R80002331
9899,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Tân An Thạnh,R80002322
9900,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Tân Bình,R80002323
9901,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Tân Hưng,R80002328
9902,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Tân Lược,R80002324
9903,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Tân Thành,R80002330
9904,Tỉnh Vĩnh Long,Huyện Long Hồ,Thị Trấn Long Hồ,R80002244
9905,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã An Bình,R80002252
9906,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Bình Hòa Phước,R80002248
9907,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Hòa Ninh,R80002249
9908,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Hòa Phú,R80002250
9909,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Long An,R80002253
9910,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Long Phước,R80002243
9911,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Lộc Hòa,R80002256
9912,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Phú Quới,R80002245
9913,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Phú Đức,R80002254
9914,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Phước Hậu,R80002251
9915,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Thanh Đức,R80002257
9916,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Thạnh Quới,R80002247
9917,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Tân Hạnh,R80002246
9918,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Đồng Phú,R80002255
9919,Tỉnh Vĩnh Long,Huyện Mang Thít,Thị Trấn Cái Nhum,R80002263
9920,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã An Phước,R80002268
9921,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Bình Phước,R80002262
9922,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Chánh An,R80002269
9923,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Chánh Hội,R80002264
9924,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Hòa Tịnh,R80002270
9925,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Long Mỹ,R80002265
9926,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Mỹ An,R80002258
9927,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Mỹ Phước,R80002259
9928,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Nhơn Phú,R80002260
9929,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Tân An Hội,R80002261
9930,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Tân Long,R80002266
9931,Tỉnh Vĩnh Long,Huyện Mang Thít,Xã Tân Long Hội,R80002267
9932,Tỉnh Vĩnh Long,Huyện Tam Bình,Thị Trấn Tam Bình,R80002346
9933,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Bình Ninh,R80002339
9934,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Hòa Hiệp,R80002347
9935,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Hòa Lộc,R80002334
9936,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Hòa Thạnh,R80002348
9937,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Hậu Lộc,R80002340
9938,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Loan Mỹ,R80002343
9939,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Long Phú,R80002335
9940,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Mỹ Lộc,R80002332
9941,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Mỹ Thạnh Trung,R80002333
9942,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Ngãi Tứ,R80002336
9943,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Phú Lộc,R80002344
9944,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Phú Thịnh,R80002341
9945,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Song Phú,R80002345
9946,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Tân Lộc,R80002337
9947,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Tân Phú,R80002342
9948,Tỉnh Vĩnh Long,Huyện Tam Bình,Xã Tường Lộc,R80002338
9949,Tỉnh Vĩnh Long,Huyện Trà Ôn,Thị Trấn Trà Ôn,R80002302
9950,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Hòa Bình,R80002291
9951,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Hựu Thành,R80002299
9952,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Lục Sỹ Thành,W10573390
9953,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Nhơn Bình,R80002300
9954,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Phú Thành,R80002292
9955,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Thiện Mỹ,R80002301
9956,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Thuận Thới,R80002294
9957,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Thới Hòa,R80002296
9958,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Trà Côn,R80002303
9959,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Tân Mỹ,R80002293
9960,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Tích Thiện,R80002297
9961,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Vĩnh Xuân,R80002298
9962,Tỉnh Vĩnh Long,Huyện Trà Ôn,Xã Xuân Hiệp,R80002295
9963,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Thị Trấn Vũng Liêm,R80002286
9964,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Hiếu Nghĩa,R80002287
9965,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Hiếu Nhơn,R80002278
9966,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Hiếu Phụng,R80002288
9967,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Hiếu Thuận,R80002271
9968,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Hiếu Thành,R80002289
9969,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Quới An,R80002279
9970,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Quới Thiện,R80002280
9971,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Thanh Bình,R80002273
9972,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung An,R80002283
9973,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Chánh,R80002274
9974,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Hiếu,R80002276
9975,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Hiệp,R80002275
9976,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Nghĩa,R80002290
9977,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Ngãi,R80002282
9978,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Thành,R80002277
9979,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Thành Tây,R80002285
9980,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Trung Thành Đông,R80002284
9981,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Tân An Luông,R80002272
9982,Tỉnh Vĩnh Long,Huyện Vũng Liêm,Xã Tân Quới Trung,R80002281
9983,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 1,R80002312
9984,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 2,R80002307
9985,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 3,R80002313
9986,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 4,R80002314
9987,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 5,R80002308
9988,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 8,R80002310
9989,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường 9,R80002309
9990,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường Trường An,R80002311
9991,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường Tân Hòa,R80002304
9992,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường Tân Hội,R80002305
9993,Tỉnh Vĩnh Long,Thành Phố Vĩnh Long,Phường Tân Ngãi,R80002306
9994,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Phường Cái Vồn,R80002317
9995,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Phường Thành Phước,R80002315
9996,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Phường Đông Thuận,R80200108
9997,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Xã Mỹ Hòa,R80002321
9998,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Xã Thuận An,R80002316
9999,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Xã Đông Bình,R80002318
10000,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Xã Đông Thành,R80002319
10001,Tỉnh Vĩnh Long,Thị Xã Bình Minh,Xã Đông Thạnh,R80002320
10002,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Thị Trấn Gia Khánh,R80001292
10003,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Thị Trấn Hương Canh,R80001284
10004,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Thị Trấn Thanh Lãng,R80001288
10005,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Bá Hiến,R80001296
10006,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Hương Sơn,R80001293
10007,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Phú Xuân,R80001285
10008,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Quất Lưu,R80001286
10009,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Sơn Lôi,R80001287
10010,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Tam Hợp,R80001294
10011,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Thiện Kế,R80001289
10012,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Trung Mỹ,R80001290
10013,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Tân Phong,R80001295
10014,Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Đạo Đức,R80001291
10015,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Thị Trấn Hoa Sơn,R80001398
10016,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Thị Trấn Lập Thạch,R80001399
10017,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Bàn Giản,R80001385
10018,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Bắc Bình,R80001384
10019,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Hợp Lý,R80001387
10020,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Liên Hòa,R80001400
10021,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Liễn Sơn,R80001390
10022,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Ngọc Mỹ,R80001391
10023,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Quang Sơn,R80001401
10024,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Sơn Đông,R80001388
10025,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Thái Hòa,R80001392
10026,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Tiên Lữ,R80001402
10027,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Triệu Đề,R80001403
10028,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Tử Du,R80001393
10029,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Vân Trục,R80001396
10030,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Văn Quán,R80001394
10031,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Xuân Hòa,R80001395
10032,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Xuân Lôi,R80001389
10033,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Đình Chu,R80001397
10034,Tỉnh Vĩnh Phúc,Huyện Lập Thạch,Xã Đồng Ích,R80001386
10035,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Thị Trấn Tam Sơn,R80001359
10036,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Bạch Lưu,R80001358
10037,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Cao Phong,R80001351
10038,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Hải Lựu,R80001362
10039,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Lãng Công,R80001353
10040,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Nhân Đạo,R80001363
10041,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Như Thụy,R80001354
10042,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Nhạo Sơn,R80001349
10043,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Phương Khoan,R80001350
10044,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Quang Yên,R80001355
10045,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Tân Lập,R80001356
10046,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Tứ Yên,R80001360
10047,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Yên Thạch,R80001357
10048,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đôn Nhân,R80001352
10049,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đồng Quế,R80001364
10050,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đồng Thịnh,R80001361
10051,Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đức Bác,R80001348
10052,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Thị Trấn Hợp Hòa,R80001340
10053,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã An Hòa,R80001336
10054,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Duy Phiên,R80001344
10055,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Hoàng Hoa,R80001345
10056,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Hoàng Lâu,R80001339
10057,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Hoàng Đan,R80001338
10058,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Hướng Đạo,R80001341
10059,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Hợp Thịnh,R80001346
10060,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Kim Long,R80001342
10061,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Thanh Vân,R80001335
10062,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Vân Hội,R80001347
10063,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Đạo Tú,R80001337
10064,Tỉnh Vĩnh Phúc,Huyện Tam Dương,Xã Đồng Tĩnh,R80001343
10065,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Thị Trấn Tam Đảo,R80001331
10066,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Bồ Lý,R80001333
10067,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Hồ Sơn,R80001328
10068,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Hợp Châu,R80001329
10069,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Minh Quang,R80001330
10070,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Tam Quan,R80001332
10071,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Yên Dương,R80001334
10072,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Đại Đình,R80001326
10073,Tỉnh Vĩnh Phúc,Huyện Tam Đảo,Xã Đạo Trù,R80001327
10074,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Thị Trấn Thổ Tang,R80001300
10075,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Thị Trấn Tứ Trưng,R80001320
10076,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Thị Trấn Vĩnh Tường,R80001312
10077,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã An Tường,R80001314
10078,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Bình Dương,R80001323
10079,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Bồ Sao,R80001297
10080,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Cao Đại,R80001319
10081,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Chấn Hưng,R80001302
10082,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Kim Xá,R80001298
10083,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Lý Nhân,R80001303
10084,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Lũng Hòa,R80001315
10085,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Nghĩa Hưng,R80001310
10086,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Ngũ Kiên,R80001324
10087,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Phú Thịnh,R80001304
10088,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Phú Đa,R80001299
10089,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tam Phúc,R80001316
10090,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Thượng Trưng,R80001305
10091,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tuân Chính,R80001325
10092,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tân Cương,R80001317
10093,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tân Phú,RVN78
10094,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tân Tiến,R80001311
10095,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Việt Xuân,R80001322
10096,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vân Xuân,R80001321
10097,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Ninh,R80001301
10098,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Sơn,R80001306
10099,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Thịnh,R80001318
10100,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vũ Di,R80001307
10101,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Yên Bình,R80001313
10102,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Yên Lập,R80001308
10103,Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Đại Đồng,R80001309
10104,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Thị Trấn Yên Lạc,R80001271
10105,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Bình Định,R80001267
10106,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Hồng Châu,R80001268
10107,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Hồng Phương,R80001277
10108,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Liên Châu,R80001269
10109,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Nguyệt Đức,R80001281
10110,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Tam Hồng,R80001273
10111,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Trung Hà,R80001278
10112,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Trung Kiên,R80001282
10113,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Trung Nguyên,R80001270
10114,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Tề Lỗ,R80001274
10115,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Văn Tiến,R80001279
10116,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Yên Phương,R80001280
10117,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Yên Đồng,R80001283
10118,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Đại Tự,R80001272
10119,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Đồng Cương,R80001275
10120,Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Đồng Văn,R80001276
10121,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Hùng Vương,R80001380
10122,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Nam Viêm,R80001381
10123,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Phúc Thắng,R80001382
10124,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Tiền Châu,R80001375
10125,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Trưng Nhị,R80001383
10126,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Trưng Trắc,R80001377
10127,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Xuân Hòa,R80001376
10128,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Phường Đồng Xuân,R80001379
10129,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Xã Cao Minh,R80001378
10130,Tỉnh Vĩnh Phúc,Thành Phố Phúc Yên,Xã Ngọc Thanh,R80001374
10131,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Hội Hợp,R80001372
10132,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Khai Quang,R80001368
10133,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Liên Bảo,R80001373
10134,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Ngô Quyền,R80001369
10135,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Tích Sơn,R80001365
10136,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Đống Đa,R80001366
10137,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Phường Đồng Tâm,R80001367
10138,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Xã Thanh Trù,R80001370
10139,Tỉnh Vĩnh Phúc,Thành Phố Vĩnh Yên,Xã Định Trung,R80001371
10140,Tỉnh Yên Bái,Huyện Lục Yên,Thị Trấn Yên Thế,R80004577
